Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,
Assurant General Insurance Limited,ASSURANT INC,no,2023-07-01 to 2023-12-31,,,,48.18%,,
Astrenska Insurance Limited,NO GROUP,no,2023-05-01 to 2023-10-31,,,,61.75%,,
Asurion Europe Limited,ASURION,no,2023-07-01 to 2023-12-31,,,,23.71%,,
Atlanta Insurance Intermediaries Limited,ARDONAGH GROUP LIMITED,no,2023-07-01 to 2023-12-31,,,,46.49%,,
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,2023-02-01 to 2023-07-31,,,,33.96%,,
Avantia Insurance Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,68.79%,,
Aviva Health UK Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,54.97%,,
Aviva Insurance Limited,AVIVA PLC,no,2023-07-01 to 2023-12-31,,,,62.14%,,
Aviva Life Services UK Limited,AVIVA PLC,yes,2023-07-01 to 2023-12-31,100.00%,65.35%,37.33%,51.64%,67.61%,
AWP Assistance UK Ltd,ALLIANZ SE,yes,2023-07-01 to 2023-12-31,,,,71.14%,,
AWP P&C S.A.,NO GROUP,no,2023-07-01 to 2023-12-31,,,,21.60%,,
AXA Insurance Designated Activity Company,AXA GROUP,no,2023-07-01 to 2023-12-31,,,,49.43%,,
AXA Insurance UK Plc,AXA GROUP,no,2023-07-01 to 2023-12-31,,,,58.38%,,
AXA PPP Healthcare Limited,AXA GROUP,no,2023-07-01 to 2023-12-31,,,,48.60%,,
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,yes,2023-07-01 to 2023-12-31,49.40%,,41.44%,,,
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,66.98%,40.00%,51.66%,12.73%,23.76%,
Barclays Bank Plc,BARCLAYS PLC,yes,2023-07-01 to 2023-12-31,68.80%,61.90%,50.00%,,63.16%,
Barclays Bank UK PLC,BARCLAYS PLC,yes,2023-07-01 to 2023-12-31,66.13%,16.67%,72.89%,16.11%,54.43%,
BISL Limited,BGL GROUP,no,2023-07-01 to 2023-12-31,,,,44.07%,,
Black Horse Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,57.14%,0.00%,,
Bradford & Bingley Limited,NO GROUP,yes,2023-04-01 to 2023-09-30,,,36.25%,33.33%,20.00%,
Brightside Insurance Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,44.32%,,
British Gas Services Limited,CENTRICA PLC,yes,2023-07-01 to 2023-12-31,,,,97.64%,,
Bspoke Underwriting Ltd,NO GROUP,no,2023-03-31 to 2023-09-30,,,,59.01%,,
BUPA Insurance Services Limited,BUPA GROUP,yes,2023-07-01 to 2023-12-31,,,,63.79%,,
Cabot Credit Management Group Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,32.56%,,,
Call Assist Ltd,CALL ASSIST LIMITED,no,2023-05-01 to 2023-10-31,,,,46.40%,,
Canada Life Limited,NO GROUP,yes,2023-07-01 to 2023-12-31,,90.50%,,58.28%,68.75%,
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,no,2023-07-01 to 2023-12-31,36.01%,,,11.90%,,
Car Care Plan Limited,NO GROUP,yes,2023-07-01 to 2023-12-31,,,,29.62%,,
Carfinance247 Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,42.26%,,
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP LIMITED,no,2023-07-01 to 2023-12-31,,,,42.89%,,
Castelan Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,,29.38%,,
Cater Allen Limited,NO GROUP,no,2023-07-01 to 2023-12-31,64.10%,,,,,
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,no,2023-07-01 to 2023-12-31,34.59%,,36.38%,,,
Chetwood Financial Limited,NO GROUP,no,2023-04-01 to 2023-09-30,31.11%,,,,,
Chubb European Group SE,CHUBB LIMITED,yes,2023-07-01 to 2023-12-31,,,,63.45%,,
Citibank UK Limited,CITI GROUP,no,2023-07-01 to 2023-12-31,7.48%,,,,39.22%,
ClearBank Limited,NO GROUP,no,2023-07-01 to 2023-12-31,52.67%,,,,,
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,2023-02-01 to 2023-07-31,64.95%,,,0.00%,,
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,yes,2023-04-01 to 2023-09-30,71.45%,40.00%,61.02%,19.30%,74.51%,
Cofunds Limited,AEGON N.V.,no,2023-07-01 to 2023-12-31,,42.31%,,,52.54%,
Columbia Threadneedle Management Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,28.35%,
Complete Cover Group Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,52.14%,,
Connells Limited,SKIPTON BUILDING SOCIETY,no,2023-07-01 to 2023-12-31,,,47.46%,30.00%,,
CORGI HomePlan Ltd,OVO GROUP,no,2023-07-01 to 2023-12-31,,,,73.06%,,
Coutts & Company,NATWEST GROUP,no,2023-07-01 to 2023-12-31,52.57%,66.67%,61.60%,27.27%,55.43%,
Covea Insurance plc,COVEA GROUP,yes,2023-07-01 to 2023-12-31,,,,42.15%,,
Coventry Building Society,NO GROUP,yes,2023-07-01 to 2023-12-31,62.32%,,72.95%,0.00%,,
Cover Genius Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,18.57%,,
Creation Consumer Finance Ltd,BNP PARIBAS GROUP,no,2023-07-01 to 2023-12-31,28.06%,,,100.00%,,
Creation Financial Services Limited,BNP PARIBAS GROUP,no,2023-07-01 to 2023-12-31,46.77%,,,75.00%,,
Cynergy Bank Limited,CYNERGY CAPITAL LTD,no,2023-07-01 to 2023-12-31,77.04%,,100.00%,,,
DAS Legal Expenses Insurance Company Limited,ERGO GROUP,no,2023-07-01 to 2023-12-31,,,,64.77%,,
DAVIES MGA SERVICES LIMITED,NO GROUP,yes,2023-07-01 to 2023-12-31,,,,40.85%,,
Devitt Insurance Services Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,26.37%,,
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,no,2023-04-01 to 2023-09-30,,,,57.41%,,
Elavon Financial Services Designated Activity Company,NO GROUP,no,2023-07-01 to 2023-12-31,43.10%,,,,,
Elderbridge Limited,TECH MAHINDRA LIMITED,no,2023-04-01 to 2023-09-30,,,42.30%,50.00%,,
Embark Investment Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,73.62%,,,79.36%,
Equiniti Financial Services Limited,EQUINITI GROUP PLC,no,2023-07-01 to 2023-12-31,,50.00%,,,30.70%,
Equiniti Gateway Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,76.11%,,,
ERGO TRAVEL INSURANCE SERVICES LTD,NO GROUP,no,2023-07-01 to 2023-12-31,,,,51.98%,,
esure Insurance Limited,ESURE GROUP PLC,yes,2023-07-01 to 2023-12-31,,,,70.85%,,
EUI Limited,ADMIRAL GROUP PLC,yes,2023-07-01 to 2023-12-31,,,,64.65%,,
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,no,2023-07-01 to 2023-12-31,,,,26.30%,,
Experian Limited,EXPERIAN PLC,no,2023-04-01 to 2023-09-30,,,,0.00%,,
Extracover Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,37.68%,,
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,no,2023-07-01 to 2023-12-31,39.93%,,,,55.41%,
FCE Bank Plc,FORD MOTOR CO,no,2023-07-01 to 2023-12-31,38.78%,,,,,
FIL Life Insurance Limited,FIDELITY HOLDINGS LIMITED,no,2023-07-01 to 2023-12-31,,28.57%,,,,
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,no,2023-07-01 to 2023-12-31,,51.63%,,,41.89%,
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,no,2023-07-01 to 2023-12-31,,,,43.72%,,
FirstRand Bank Limited,FIRSTRAND LIMITED,no,2023-07-01 to 2023-12-31,,,,13.04%,,
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,no,2023-07-01 to 2023-12-31,,57.14%,,51.22%,41.80%,
Fortegra Europe Insurance Company Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,46.87%,,
Frasers Group Financial Services Limited,NO GROUP,no,2023-05-01 to 2023-10-31,,,,33.33%,,
Funding Circle Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,29.09%,
Gresham Insurance Company Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,42.93%,,
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,57.14%,,,55.70%,
Handelsbanken plc,NO GROUP,no,2023-07-01 to 2023-12-31,53.77%,,57.33%,,,
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,yes,2023-07-01 to 2023-12-31,,65.68%,,,47.58%,
Hastings Insurance Services Limited,HASTINGS GROUP,yes,2023-07-01 to 2023-12-31,,,,54.98%,,
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,,,74.84%,
Helvetia Global Solutions Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,39.53%,,
Highway Insurance Company Limited,ALLIANZ SE,no,2023-07-01 to 2023-12-31,,,,48.24%,,
Hiscox Insurance Company Limited,HISCOX LTD.,yes,2023-07-01 to 2023-12-31,,,,48.30%,,
Holiday Extras Cover Limited,NO GROUP,yes,2023-04-01 to 2023-09-30,,,,33.61%,,
Home Retail Group Card Services Limited,J SAINSBURY PLC,no,2023-03-01 to 2023-08-31,30.30%,,,,,
Homeserve Membership Limited,HOMESERVE PLC,no,2023-07-01 to 2023-12-31,,,,32.90%,,
Howserv Limited,STAYSURE HOLDINGS LTD,no,2023-07-01 to 2023-12-31,,,,29.10%,,
HSBC UK Bank Plc,HSBC HOLDINGS PLC,no,2023-07-01 to 2023-12-31,61.59%,59.09%,60.12%,42.12%,72.05%,
Hyundai Capital UK Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,,
I Go 4 Ltd.,NO GROUP,no,2023-07-01 to 2023-12-31,,,,36.20%,,
Ikano Bank AB (publ),NO GROUP,no,2023-07-01 to 2023-12-31,44.04%,,,,,
Insurance Factory Ltd,MARKERSTUDY GROUP,no,2023-07-01 to 2023-12-31,,,,64.72%,,
Integra Insurance Solutions Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,59.85%,,
Interactive Investor Services Limited,INTERACTIVE INVESTOR SERVICES LIMITED,no,2023-07-01 to 2023-12-31,,64.77%,,,54.14%,
Investec Bank PLC,INVESTEC PLC,no,2023-04-01 to 2023-09-30,58.83%,,70.00%,,50.00%,
Investment Funds Direct Limited,M&G PLC,no,2023-07-01 to 2023-12-31,,88.95%,,,87.97%,
J D Williams & Company Limited,J D WILLIAMS & COMPANY LIMITED,no,2023-03-01 to 2023-08-31,,,,3.45%,,
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,no,2023-07-01 to 2023-12-31,40.44%,,,,,
James Hay Administration Company Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,50.87%,,,,
Kensington Mortgage Company Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,30.34%,,,
Kensington Mortgage Company Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,33.80%,,,
Kroo Bank Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,44.85%,,,,,
Landmark Mortgages Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,47.47%,,,
LeasePlan UK Limited,LP GROUP B.V.,no,2023-07-01 to 2023-12-31,,,,0.00%,,
Leeds Building Society,LEEDS BUILDING SOCIETY,no,2023-07-01 to 2023-12-31,60.77%,,65.06%,23.08%,,
Legal & General (Portfolio Management Services) Ltd,LEGAL & GENERAL GROUP PLC,no,2023-07-01 to 2023-12-31,,73.82%,,,33.33%,
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,no,2023-07-01 to 2023-12-31,,77.43%,,51.50%,,
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,no,2023-07-01 to 2023-12-31,0.00%,82.58%,,66.95%,90.87%,
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,no,2023-07-01 to 2023-12-31,,,,52.58%,,
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,,66.92%,,
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,yes,2023-07-01 to 2023-12-31,67.14%,32.35%,54.79%,7.98%,26.14%,
London and Country Mortgages Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,64.55%,45.71%,,
M & G Securities Limited,M&G PLC,no,2023-07-01 to 2023-12-31,,,,,47.51%,
ManyPets Ltd,NO GROUP,no,2023-04-01 to 2023-09-30,,,,69.16%,,
Markerstudy Insurance Services Limited,MARKERSTUDY GROUP,no,2023-07-01 to 2023-12-31,,,,62.71%,,
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,no,2023-07-01 to 2023-12-31,67.39%,,,53.13%,,
Marshmallow Financial Services Ltd,NO GROUP,yes,2023-07-01 to 2023-12-31,,,,36.15%,,
MBNA Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,47.76%,,,2.19%,,
MetLife Europe d.a.c.,NO GROUP,no,2023-07-01 to 2023-12-31,,25.93%,,32.35%,42.11%,
Metro Bank PLC,METRO BANK PLC,no,2023-07-01 to 2023-12-31,47.42%,,75.90%,,,
Monzo Bank Ltd,MONZO BANK LIMITED,no,2023-03-01 to 2023-08-31,40.22%,,,,,
Moorcroft Debt Recovery Limited,NO GROUP,no,2023-02-01 to 2023-07-31,45.89%,,,,,
MotoNovo Finance Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,20.93%,,
Munich Re Digital Partners Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,39.92%,,
National House-Building Council,NO GROUP,no,2023-04-01 to 2023-09-30,,,,61.48%,,
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,2023-07-01 to 2023-12-31,74.08%,27.59%,74.03%,25.17%,69.19%,
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,no,2023-04-05 to 2023-09-30,46.49%,,48.10%,67.92%,34.50%,
Newcastle Building Society,NO GROUP,no,2023-07-01 to 2023-12-31,68.22%,,46.67%,,83.33%,
Northern Bank Limited,DANSKE BANK A/S,no,2023-07-01 to 2023-12-31,36.20%,,48.85%,0.00%,0.00%,
Nutmeg Saving and Investment Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,72.73%,,,53.26%,
One Call Insurance Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,13.58%,,
OneSavings Bank Plc,ONESAVINGS BANK PLC,no,2023-07-01 to 2023-12-31,51.17%,,53.64%,,,
Paragon Bank Plc,PARAGON BANKING GROUP PLC,yes,2023-04-01 to 2023-09-30,61.11%,,60.06%,50.00%,,
People's Administration Services Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,12.51%,,,,
Pepper (UK) Limited,PEPPER FINANCIAL SERVICES GROUP,no,2023-07-01 to 2023-12-31,,,45.31%,,,
Phoenix Life Assurance Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,72.10%,,79.44%,94.57%,
Phoenix Life Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,67.42%,64.29%,69.17%,81.44%,
Pinnacle Insurance Plc,BNP PARIBAS GROUP,no,2023-07-01 to 2023-12-31,,,,32.22%,,
Post Office Management Services Limited,POST OFFICE LIMITED,no,2023-04-01 to 2023-09-30,,,,37.08%,,
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,no,2023-07-01 to 2023-12-31,59.07%,,57.72%,42.86%,0.00%,
QBE UK Limited,QBE INSURANCE GROUP,no,2023-07-01 to 2023-12-31,,,,63.34%,,
Qmetric Group Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,,23.31%,,
Quilter Investment Platform Limited,QUILTER GROUP,no,2023-07-01 to 2023-12-31,,,,,77.30%,
Quilter Life & Pensions Limited,QUILTER GROUP,no,2023-07-01 to 2023-12-31,,71.85%,,,81.10%,
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,yes,2023-07-01 to 2023-12-31,,,,42.94%,,
RBS Collective Investment Funds Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,27.84%,
ReAssure Life Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,89.69%,,85.06%,88.59%,
ReAssure Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,77.67%,100.00%,59.42%,80.19%,
Reassured Ltd,NO GROUP,no,2023-02-01 to 2023-07-31,,,,50.10%,,
Rock Insurance Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,61.08%,,
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,no,2023-07-01 to 2023-12-31,,,,63.87%,,
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,no,2023-07-01 to 2023-12-31,,,,61.43%,,
Saga Services Limited,SAGA PLC,no,2023-02-01 to 2023-07-31,,,,49.83%,,
Sainsbury's Bank Plc,J SAINSBURY PLC,no,2023-03-01 to 2023-08-31,59.02%,,63.92%,74.40%,,
Santander Consumer (UK) Plc,SANTANDER UK GROUP,no,2023-07-01 to 2023-12-31,,,,0.00%,,
Santander ISA Managers Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,59.74%,
Santander UK Plc,SANTANDER UK GROUP,yes,2023-07-01 to 2023-12-31,48.81%,30.00%,59.48%,17.07%,5.66%,
Scottish Equitable Plc,AEGON N.V.,no,2023-07-01 to 2023-12-31,,54.55%,,37.63%,55.00%,
Scottish Friendly Assurance Society Limited,NO GROUP,yes,2023-07-01 to 2023-12-31,,82.40%,,54.64%,78.36%,
Scottish Widows Administration Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,60.00%,,,,
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,87.44%,,77.09%,90.19%,
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,,,78.10%,
Secure Trust Bank Plc,SECURE TRUST BANK PLC,no,2023-07-01 to 2023-12-31,42.12%,,100.00%,,,
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,no,2023-07-01 to 2023-12-31,62.55%,,50.17%,0.00%,,
Shop Direct Finance Company Limited,THE VERY GROUP,no,2023-07-01 to 2023-12-31,,,,67.97%,,
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,no,2023-07-01 to 2023-12-31,,,,29.77%,,
Skipton Building Society,SKIPTON BUILDING SOCIETY,no,2023-07-01 to 2023-12-31,76.49%,71.88%,55.71%,42.86%,68.47%,
Society of Lloyd's,SOCIETY OF LLOYD'S,no,2023-07-01 to 2023-12-31,,,,46.25%,,
Somerset Bridge Insurance Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,55.85%,,
St James's Place UK plc,ST. JAMES'S PLACE PLC,no,2023-07-01 to 2023-12-31,,75.85%,,60.00%,83.73%,
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,no,2023-07-01 to 2023-12-31,,50.59%,53.33%,32.14%,55.73%,
Standard Life Assurance Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,62.43%,50.00%,48.28%,54.09%,
Standard Life Savings Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,77.80%,
Starling Bank Limited,NO GROUP,no,2023-04-01 to 2023-09-30,46.79%,,,,,
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",no,2023-07-01 to 2023-12-31,,,,53.30%,,
Sun Life Assurance Company of Canada (U.K.) Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,70.92%,,75.14%,72.66%,
Swift 1st Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,15.48%,,,
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,no,2023-07-01 to 2023-12-31,,,,66.23%,,
Telefonica UK Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,63.33%,,
Tesco Personal Finance PLC,TESCO BANK (TESCO PLC),no,2023-03-01 to 2023-08-31,42.71%,,,33.71%,,
Tesco Underwriting Limited,TESCO BANK (TESCO PLC),no,2023-03-01 to 2023-08-31,,,,61.96%,,
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),no,2023-07-01 to 2023-12-31,56.69%,,65.35%,27.27%,,
The Mortgage Business Plc,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,47.42%,,,
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,no,2023-04-01 to 2023-09-30,,,44.72%,,,
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,yes,2023-07-01 to 2023-12-31,,34.12%,,62.30%,33.85%,
The Prudential Assurance Company Limited,M&G PLC,yes,2023-07-01 to 2023-12-31,,84.24%,61.29%,86.92%,86.28%,
The Royal Bank of Scotland Plc,NATWEST GROUP,no,2023-07-01 to 2023-12-31,75.60%,66.67%,70.20%,52.11%,60.00%,
The Royal London Mutual Insurance Society Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,no,2023-07-01 to 2023-12-31,,63.33%,,52.75%,60.55%,
Topaz Finance Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,44.73%,,,
Triodos Bank UK Limited,NO GROUP,no,2023-07-01 to 2023-12-31,45.73%,,,,50.00%,
TSB Bank plc,BANCO DE SABADELL SA,no,2023-07-01 to 2023-12-31,68.98%,,57.63%,46.15%,,
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,no,2023-07-01 to 2023-12-31,,,,71.59%,,
UK Mortgage Lending Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,52.94%,,,
Usay Business Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,17.31%,,
"Vanguard Asset Management, Ltd",NO GROUP,no,2023-07-01 to 2023-12-31,,82.05%,,,75.94%,
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,no,2023-07-01 to 2023-12-31,24.82%,,,,,
Vitality Corporate Services Limited,DISCOVERY LIMITED,yes,2023-07-01 to 2023-12-31,,44.00%,,53.50%,45.45%,
Vodafone Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,,54.08%,,
Wesleyan Assurance Society,NO GROUP,no,2023-07-01 to 2023-12-31,,89.90%,,78.05%,85.44%,
Xbridge Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,40.68%,,
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,2023-07-01 to 2023-12-31,75.18%,0.00%,68.91%,66.67%,,
Zopa Bank Limited,NO GROUP,yes,2023-07-01 to 2023-12-31,50.09%,,,,,
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,no,2023-07-01 to 2023-12-31,,37.30%,0.00%,49.12%,48.41%,
Zurich Insurance Company Ltd,ZURICH INSURANCE GROUP AG,no,2023-07-01 to 2023-12-31,,,,63.29%,,
Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,no,2023-01-01 to 2023-06-30,100.00%,,60.33%,,,
Accredited Insurance (Europe) Ltd,NO GROUP,no,2023-01-01 to 2023-06-30,,,,31.29%,,
Acm Ulr Limited,BGL GROUP,no,2023-01-01 to 2023-06-30,,,,68.56%,,
Acorn Insurance & Financial Services Ltd,NO GROUP,no,2023-01-01 to 2023-06-30,,,,46.12%,,
Acromas Insurance Company Limited,SAGA PLC,no,2023-01-01 to 2023-06-30,,,,47.49%,,
Adrian Flux Insurance Services Group,NO GROUP,no,2022-09-01 to 2023-02-28,,,,17.03%,,
Advanced Payment Solutions Limited,NO GROUP,no,2022-10-01 to 2023-03-31,16.31%,,,,,
Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,no,2023-01-01 to 2023-06-30,,,,61.12%,,
Affinity Insurance Solutions Limited,NO GROUP,no,2023-01-01 to 2023-06-30,,,,33.62%,,
Ageas Insurance Limited,AGEAS SA-NV,no,2023-01-01 to 2023-06-30,,,,53.80%,,
Ageas Retail Limited,AGEAS SA-NV,no,2023-01-01 to 2023-06-30,,,,40.84%,,
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,no,2023-01-01 to 2023-06-30,49.37%,,41.46%,33.33%,,
AIG Life Limited,NO GROUP,no,2023-01-01 to 2023-06-30,,,,43.25%,,
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,yes,2023-01-01 to 2023-06-30,,,,61.61%,,
AJ Bell Management Limited,NO GROUP,no,2022-10-01 to 2023-03-31,72.97%,41.89%,,,,
Aldermore Bank Plc,FIRSTRAND LIMITED,no,2023-01-01 to 2023-06-30,71.40%,,63.67%,,,
Allianz Insurance Plc,ALLIANZ SE,no,2023-01-01 to 2023-06-30,,,,73.39%,,
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,no,2023-01-01 to 2023-06-30,40.12%,,,22.22%,,
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",no,2023-01-01 to 2023-06-30,,,,57.97%,,
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,no,2023-01-01 to 2023-06-30,,,,47.30%,,
Animal Friends Insurance Services Ltd,NO GROUP,no,2023-01-01 to 2023-06-30,,,,42.61%,,
Arthur J. Gallagher Insurance Brokers Limited,GALLAGHER,yes,2023-01-01 to 2023-06-30,,,,58.34%,,
Assurant General Insurance Limited,ASSURANT INC,no,2023-01-01 to 2023-06-30,,,,46.12%,,
Astrenska Insurance Limited,NO GROUP,no,2022-11-01 to 2023-04-30,,,,65.42%,,
Asurion Europe Limited,ASURION,no,2023-01-01 to 2023-06-30,,,,24.77%,,
Atlanta Insurance Intermediaries Limited,ARDONAGH GROUP LIMITED,no,2023-01-01 to 2023-06-30,,,,40.88%,,
Atom Bank PLC,NO GROUP,no,2022-10-01 to 2023-03-31,41.14%,,52.45%,,,
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,2022-08-01 to 2023-01-31,,,,34.26%,,
Avantia Insurance Limited,NO GROUP,no,2023-01-01 to 2023-06-30,,,,71.52%,,
Aviva Health UK Limited,NO GROUP,no,2023-01-01 to 2023-06-30,,,,44.99%,,
Aviva Insurance Limited,AVIVA PLC,no,2023-01-01 to 2023-06-30,,,,66.85%,,
Aviva Life Services UK Limited,AVIVA PLC,no,2023-01-01 to 2023-06-30,,65.14%,37.47%,50.16%,68.93%,
AWP Assistance UK Ltd,ALLIANZ SE,no,2023-01-01 to 2023-06-30,,,,80.77%,,
AWP P&C S.A.,NO GROUP,no,2023-01-01 to 2023-06-30,,,,19.27%,,
AXA Insurance Designated Activity Company,AXA GROUP,no,2023-01-01 to 2023-06-30,,,,49.96%,,
AXA Insurance UK Plc,AXA GROUP,no,2023-01-01 to 2023-06-30,,,,64.69%,,
AXA PPP Healthcare Limited,AXA GROUP,no,2023-01-01 to 2023-06-30,,,,58.54%,,
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,yes,2023-01-01 to 2023-06-30,45.36%,,31.12%,10.00%,,
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,2023-01-01 to 2023-06-30,67.55%,27.27%,53.94%,7.73%,31.50%,
