Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,
Assurant General Insurance Limited,ASSURANT INC,no,2023-07-01 to 2023-12-31,,,,62.14%,,
Astrenska Insurance Limited,NO GROUP,no,2023-05-01 to 2023-10-31,,,,10.91%,,
Asurion Europe Limited,ASURION,no,2023-07-01 to 2023-12-31,,,,24.99%,,
Atlanta Insurance Intermediaries Limited,ARDONAGH GROUP LIMITED,no,2023-07-01 to 2023-12-31,,,,62.11%,,
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,2023-02-01 to 2023-07-31,,,,31.07%,,
Avantia Insurance Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,68.79%,,
Aviva Health UK Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,42.37%,,
Aviva Insurance Limited,AVIVA PLC,no,2023-07-01 to 2023-12-31,,,,31.32%,,
Aviva Life Services UK Limited,AVIVA PLC,yes,2023-07-01 to 2023-12-31,0.00%,26.43%,37.82%,30.75%,29.71%,
AWP Assistance UK Ltd,ALLIANZ SE,yes,2023-07-01 to 2023-12-31,,,,14.33%,,
AWP P&C S.A.,NO GROUP,no,2023-07-01 to 2023-12-31,,,,11.43%,,
AXA Insurance Designated Activity Company,AXA GROUP,no,2023-07-01 to 2023-12-31,,,,85.36%,,
AXA Insurance UK Plc,AXA GROUP,no,2023-07-01 to 2023-12-31,,,,34.85%,,
AXA PPP Healthcare Limited,AXA GROUP,no,2023-07-01 to 2023-12-31,,,,78.91%,,
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,yes,2023-07-01 to 2023-12-31,45.43%,,20.25%,,,
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,57.37%,8.00%,43.10%,23.27%,10.89%,
Barclays Bank Plc,BARCLAYS PLC,yes,2023-07-01 to 2023-12-31,71.06%,35.71%,,,33.22%,
Barclays Bank UK PLC,BARCLAYS PLC,yes,2023-07-01 to 2023-12-31,67.47%,33.33%,52.57%,60.64%,21.52%,
BISL Limited,BGL GROUP,no,2023-07-01 to 2023-12-31,,,,46.51%,,
Black Horse Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,14.29%,23.61%,,
Bradford & Bingley Limited,NO GROUP,yes,2023-04-01 to 2023-09-30,,,1.63%,33.33%,0.00%,
Brightside Insurance Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,41.04%,,
British Gas Services Limited,CENTRICA PLC,yes,2023-07-01 to 2023-12-31,,,,75.52%,,
Bspoke Underwriting Ltd,NO GROUP,no,2023-03-31 to 2023-09-30,,,,13.66%,,
BUPA Insurance Services Limited,BUPA GROUP,yes,2023-07-01 to 2023-12-31,,,,40.45%,,
Cabot Credit Management Group Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,16.28%,,,
Call Assist Ltd,CALL ASSIST LIMITED,no,2023-05-01 to 2023-10-31,,,,24.90%,,
Canada Life Limited,NO GROUP,yes,2023-07-01 to 2023-12-31,,5.64%,,33.11%,12.50%,
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,no,2023-07-01 to 2023-12-31,17.19%,,,23.81%,,
Car Care Plan Limited,NO GROUP,yes,2023-07-01 to 2023-12-31,,,,39.63%,,
Carfinance247 Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,23.21%,,
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP LIMITED,no,2023-07-01 to 2023-12-31,,,,62.16%,,
Castelan Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,,24.91%,,
Cater Allen Limited,NO GROUP,no,2023-07-01 to 2023-12-31,30.35%,,,,,
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,no,2023-07-01 to 2023-12-31,30.51%,,12.75%,,,
Chetwood Financial Limited,NO GROUP,no,2023-04-01 to 2023-09-30,0.44%,,,,,
Chubb European Group SE,CHUBB LIMITED,yes,2023-07-01 to 2023-12-31,,,,13.42%,,
Citibank UK Limited,CITI GROUP,no,2023-07-01 to 2023-12-31,70.81%,,,,11.76%,
ClearBank Limited,NO GROUP,no,2023-07-01 to 2023-12-31,42.24%,,,,,
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,2023-02-01 to 2023-07-31,13.48%,,,0.00%,,
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,yes,2023-04-01 to 2023-09-30,42.35%,0.00%,17.97%,1.75%,7.84%,
Cofunds Limited,AEGON N.V.,no,2023-07-01 to 2023-12-31,,3.85%,,,9.29%,
Columbia Threadneedle Management Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,30.25%,
Complete Cover Group Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,14.10%,,
Connells Limited,SKIPTON BUILDING SOCIETY,no,2023-07-01 to 2023-12-31,,,7.06%,16.67%,,
CORGI HomePlan Ltd,OVO GROUP,no,2023-07-01 to 2023-12-31,,,,22.39%,,
Coutts & Company,NATWEST GROUP,no,2023-07-01 to 2023-12-31,32.68%,0.00%,12.80%,36.36%,1.09%,
Covea Insurance plc,COVEA GROUP,yes,2023-07-01 to 2023-12-31,,,,22.41%,,
Coventry Building Society,NO GROUP,yes,2023-07-01 to 2023-12-31,55.38%,,41.94%,0.00%,,
Cover Genius Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,6.94%,,
Creation Consumer Finance Ltd,BNP PARIBAS GROUP,no,2023-07-01 to 2023-12-31,5.24%,,,0.00%,,
Creation Financial Services Limited,BNP PARIBAS GROUP,no,2023-07-01 to 2023-12-31,24.24%,,,0.00%,,
Cynergy Bank Limited,CYNERGY CAPITAL LTD,no,2023-07-01 to 2023-12-31,20.61%,,12.50%,,,
DAS Legal Expenses Insurance Company Limited,ERGO GROUP,no,2023-07-01 to 2023-12-31,,,,11.52%,,
DAVIES MGA SERVICES LIMITED,NO GROUP,yes,2023-07-01 to 2023-12-31,,,,38.08%,,
Devitt Insurance Services Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,77.28%,,
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,no,2023-04-01 to 2023-09-30,,,,77.39%,,
Elavon Financial Services Designated Activity Company,NO GROUP,no,2023-07-01 to 2023-12-31,40.91%,,,,,
Elderbridge Limited,TECH MAHINDRA LIMITED,no,2023-04-01 to 2023-09-30,,,7.37%,0.00%,,
Embark Investment Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,41.72%,,,43.43%,
Equiniti Financial Services Limited,EQUINITI GROUP PLC,no,2023-07-01 to 2023-12-31,,8.33%,,,62.10%,
Equiniti Gateway Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,2.14%,,,
ERGO TRAVEL INSURANCE SERVICES LTD,NO GROUP,no,2023-07-01 to 2023-12-31,,,,11.51%,,
esure Insurance Limited,ESURE GROUP PLC,yes,2023-07-01 to 2023-12-31,,,,38.52%,,
EUI Limited,ADMIRAL GROUP PLC,yes,2023-07-01 to 2023-12-31,,,,52.99%,,
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,no,2023-07-01 to 2023-12-31,,,,84.97%,,
Experian Limited,EXPERIAN PLC,no,2023-04-01 to 2023-09-30,,,,28.57%,,
Extracover Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,54.49%,,
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,no,2023-07-01 to 2023-12-31,47.76%,,,,37.85%,
FCE Bank Plc,FORD MOTOR CO,no,2023-07-01 to 2023-12-31,34.01%,,,,,
FIL Life Insurance Limited,FIDELITY HOLDINGS LIMITED,no,2023-07-01 to 2023-12-31,,56.98%,,,,
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,no,2023-07-01 to 2023-12-31,,14.71%,,,16.67%,
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,no,2023-07-01 to 2023-12-31,,,,63.62%,,
FirstRand Bank Limited,FIRSTRAND LIMITED,no,2023-07-01 to 2023-12-31,,,,0.00%,,
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,no,2023-07-01 to 2023-12-31,,28.57%,,41.46%,32.38%,
Fortegra Europe Insurance Company Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,25.93%,,
Frasers Group Financial Services Limited,NO GROUP,no,2023-05-01 to 2023-10-31,,,,33.33%,,
Funding Circle Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,10.91%,
Gresham Insurance Company Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,41.32%,,
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,21.43%,,,35.08%,
Handelsbanken plc,NO GROUP,no,2023-07-01 to 2023-12-31,59.37%,,37.33%,,,
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,yes,2023-07-01 to 2023-12-31,,8.26%,,,13.38%,
Hastings Insurance Services Limited,HASTINGS GROUP,yes,2023-07-01 to 2023-12-31,,,,31.23%,,
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,,,43.48%,
Helvetia Global Solutions Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,32.83%,,
Highway Insurance Company Limited,ALLIANZ SE,no,2023-07-01 to 2023-12-31,,,,27.06%,,
Hiscox Insurance Company Limited,HISCOX LTD.,yes,2023-07-01 to 2023-12-31,,,,12.70%,,
Holiday Extras Cover Limited,NO GROUP,yes,2023-04-01 to 2023-09-30,,,,87.85%,,
Home Retail Group Card Services Limited,J SAINSBURY PLC,no,2023-03-01 to 2023-08-31,34.43%,,,,,
Homeserve Membership Limited,HOMESERVE PLC,no,2023-07-01 to 2023-12-31,,,,32.14%,,
Howserv Limited,STAYSURE HOLDINGS LTD,no,2023-07-01 to 2023-12-31,,,,47.95%,,
HSBC UK Bank Plc,HSBC HOLDINGS PLC,no,2023-07-01 to 2023-12-31,70.79%,13.64%,39.82%,28.88%,18.99%,
Hyundai Capital UK Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,,
I Go 4 Ltd.,NO GROUP,no,2023-07-01 to 2023-12-31,,,,39.97%,,
Ikano Bank AB (publ),NO GROUP,no,2023-07-01 to 2023-12-31,24.65%,,,,,
Insurance Factory Ltd,MARKERSTUDY GROUP,no,2023-07-01 to 2023-12-31,,,,35.33%,,
Integra Insurance Solutions Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,17.86%,,
Interactive Investor Services Limited,INTERACTIVE INVESTOR SERVICES LIMITED,no,2023-07-01 to 2023-12-31,,9.09%,,,21.05%,
Investec Bank PLC,INVESTEC PLC,no,2023-04-01 to 2023-09-30,38.45%,,10.00%,,8.33%,
Investment Funds Direct Limited,M&G PLC,no,2023-07-01 to 2023-12-31,,20.72%,,,18.18%,
J D Williams & Company Limited,J D WILLIAMS & COMPANY LIMITED,no,2023-03-01 to 2023-08-31,,,,34.48%,,
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,no,2023-07-01 to 2023-12-31,34.03%,,,,,
James Hay Administration Company Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,5.20%,,,,
Kensington Mortgage Company Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,25.85%,,,
Kensington Mortgage Company Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,26.60%,,,
Kroo Bank Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,0.00%,,,,,
Landmark Mortgages Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,1.60%,,,
LeasePlan UK Limited,LP GROUP B.V.,no,2023-07-01 to 2023-12-31,,,,50.00%,,
Leeds Building Society,LEEDS BUILDING SOCIETY,no,2023-07-01 to 2023-12-31,55.36%,,45.61%,69.23%,,
Legal & General (Portfolio Management Services) Ltd,LEGAL & GENERAL GROUP PLC,no,2023-07-01 to 2023-12-31,,41.39%,,,33.33%,
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,no,2023-07-01 to 2023-12-31,,14.75%,,40.13%,,
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,no,2023-07-01 to 2023-12-31,,40.70%,,68.16%,59.75%,
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,no,2023-07-01 to 2023-12-31,,,,34.90%,,
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,,20.04%,,
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,yes,2023-07-01 to 2023-12-31,56.62%,0.00%,40.70%,25.15%,17.05%,
London and Country Mortgages Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,19.21%,28.57%,,
M & G Securities Limited,M&G PLC,no,2023-07-01 to 2023-12-31,,,,,42.63%,
ManyPets Ltd,NO GROUP,no,2023-04-01 to 2023-09-30,,,,4.30%,,
Markerstudy Insurance Services Limited,MARKERSTUDY GROUP,no,2023-07-01 to 2023-12-31,,,,45.87%,,
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,no,2023-07-01 to 2023-12-31,66.81%,,,71.88%,,
Marshmallow Financial Services Ltd,NO GROUP,yes,2023-07-01 to 2023-12-31,,,,7.17%,,
MBNA Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,59.89%,,,62.77%,,
MetLife Europe d.a.c.,NO GROUP,no,2023-07-01 to 2023-12-31,,25.93%,,21.43%,31.58%,
Metro Bank PLC,METRO BANK PLC,no,2023-07-01 to 2023-12-31,35.69%,,19.78%,,,
Monzo Bank Ltd,MONZO BANK LIMITED,no,2023-03-01 to 2023-08-31,0.31%,,,,,
Moorcroft Debt Recovery Limited,NO GROUP,no,2023-02-01 to 2023-07-31,24.66%,,,,,
MotoNovo Finance Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,6.98%,,
Munich Re Digital Partners Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,,41.20%,,
National House-Building Council,NO GROUP,no,2023-04-01 to 2023-09-30,,,,6.19%,,
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,2023-07-01 to 2023-12-31,25.84%,0.00%,25.32%,4.90%,6.57%,
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,no,2023-04-05 to 2023-09-30,50.79%,20.00%,38.67%,9.25%,12.66%,
Newcastle Building Society,NO GROUP,no,2023-07-01 to 2023-12-31,49.46%,,68.33%,,66.67%,
Northern Bank Limited,DANSKE BANK A/S,no,2023-07-01 to 2023-12-31,52.27%,,13.74%,100.00%,0.00%,
Nutmeg Saving and Investment Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,10.91%,,,22.25%,
One Call Insurance Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,78.43%,,
OneSavings Bank Plc,ONESAVINGS BANK PLC,no,2023-07-01 to 2023-12-31,53.69%,,27.02%,,,
Paragon Bank Plc,PARAGON BANKING GROUP PLC,yes,2023-04-01 to 2023-09-30,15.41%,,42.77%,50.00%,,
People's Administration Services Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,71.33%,,,,
Pepper (UK) Limited,PEPPER FINANCIAL SERVICES GROUP,no,2023-07-01 to 2023-12-31,,,16.89%,,,
Phoenix Life Assurance Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,55.12%,,21.37%,21.74%,
Phoenix Life Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,36.75%,14.29%,30.46%,25.22%,
Pinnacle Insurance Plc,BNP PARIBAS GROUP,no,2023-07-01 to 2023-12-31,,,,47.92%,,
Post Office Management Services Limited,POST OFFICE LIMITED,no,2023-04-01 to 2023-09-30,,,,36.02%,,
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,no,2023-07-01 to 2023-12-31,55.58%,,54.88%,14.29%,0.00%,
QBE UK Limited,QBE INSURANCE GROUP,no,2023-07-01 to 2023-12-31,,,,17.63%,,
Qmetric Group Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,,22.42%,,
Quilter Investment Platform Limited,QUILTER GROUP,no,2023-07-01 to 2023-12-31,,,,,1.07%,
Quilter Life & Pensions Limited,QUILTER GROUP,no,2023-07-01 to 2023-12-31,,0.77%,,,0.61%,
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,yes,2023-07-01 to 2023-12-31,,,,17.66%,,
RBS Collective Investment Funds Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,52.16%,
ReAssure Life Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,17.49%,,39.75%,47.91%,
ReAssure Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,27.82%,,24.80%,44.78%,
Reassured Ltd,NO GROUP,no,2023-02-01 to 2023-07-31,,,,60.75%,,
Rock Insurance Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,8.62%,,
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,no,2023-07-01 to 2023-12-31,,,,43.27%,,
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,no,2023-07-01 to 2023-12-31,,,,44.48%,,
Saga Services Limited,SAGA PLC,no,2023-02-01 to 2023-07-31,,,,79.31%,,
Sainsbury's Bank Plc,J SAINSBURY PLC,no,2023-03-01 to 2023-08-31,43.11%,,2.06%,4.32%,,
Santander Consumer (UK) Plc,SANTANDER UK GROUP,no,2023-07-01 to 2023-12-31,,,,0.00%,,
Santander ISA Managers Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,8.01%,
Santander UK Plc,SANTANDER UK GROUP,yes,2023-07-01 to 2023-12-31,50.02%,,42.03%,6.50%,1.89%,
Scottish Equitable Plc,AEGON N.V.,no,2023-07-01 to 2023-12-31,,30.58%,,31.72%,23.33%,
Scottish Friendly Assurance Society Limited,NO GROUP,yes,2023-07-01 to 2023-12-31,,5.57%,,16.94%,13.45%,
Scottish Widows Administration Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,2.30%,,,,
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,15.65%,,29.34%,22.64%,
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,,,44.99%,
Secure Trust Bank Plc,SECURE TRUST BANK PLC,no,2023-07-01 to 2023-12-31,7.78%,,0.00%,,,
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,no,2023-07-01 to 2023-12-31,29.82%,,19.28%,0.00%,,
Shop Direct Finance Company Limited,THE VERY GROUP,no,2023-07-01 to 2023-12-31,,,,0.59%,,
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,no,2023-07-01 to 2023-12-31,,,,35.37%,,
Skipton Building Society,SKIPTON BUILDING SOCIETY,no,2023-07-01 to 2023-12-31,59.41%,3.13%,40.03%,42.86%,6.90%,
Society of Lloyd's,SOCIETY OF LLOYD'S,no,2023-07-01 to 2023-12-31,,,,27.68%,,
Somerset Bridge Insurance Services Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,60.93%,,
St James's Place UK plc,ST. JAMES'S PLACE PLC,no,2023-07-01 to 2023-12-31,,0.15%,,0.00%,1.81%,
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,no,2023-07-01 to 2023-12-31,,0.24%,0.00%,0.00%,0.16%,
Standard Life Assurance Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,32.38%,,31.03%,47.27%,
Standard Life Savings Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,,9.82%,
Starling Bank Limited,NO GROUP,no,2023-04-01 to 2023-09-30,10.43%,,,,,
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",no,2023-07-01 to 2023-12-31,,,,14.33%,,
Sun Life Assurance Company of Canada (U.K.) Limited,PHOENIX GROUP,no,2023-07-01 to 2023-12-31,,9.81%,,9.16%,7.19%,
Swift 1st Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,39.66%,,,
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,no,2023-07-01 to 2023-12-31,,,,15.58%,,
Telefonica UK Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,16.67%,,
Tesco Personal Finance PLC,TESCO BANK (TESCO PLC),no,2023-03-01 to 2023-08-31,42.92%,,,44.39%,,
Tesco Underwriting Limited,TESCO BANK (TESCO PLC),no,2023-03-01 to 2023-08-31,,,,24.36%,,
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),no,2023-07-01 to 2023-12-31,82.39%,,14.26%,18.18%,,
The Mortgage Business Plc,LLOYDS BANKING GROUP PLC,no,2023-07-01 to 2023-12-31,,,36.93%,,,
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,no,2023-04-01 to 2023-09-30,,,19.37%,,,
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,yes,2023-07-01 to 2023-12-31,,0.00%,,36.34%,4.62%,
The Prudential Assurance Company Limited,M&G PLC,yes,2023-07-01 to 2023-12-31,,7.60%,0.00%,9.02%,9.64%,
The Royal Bank of Scotland Plc,NATWEST GROUP,no,2023-07-01 to 2023-12-31,24.67%,0.00%,24.03%,42.25%,2.86%,
The Royal London Mutual Insurance Society Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,no,2023-07-01 to 2023-12-31,,24.49%,,19.02%,30.08%,
Topaz Finance Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,1.93%,,,
Triodos Bank UK Limited,NO GROUP,no,2023-07-01 to 2023-12-31,41.55%,,,,40.32%,
TSB Bank plc,BANCO DE SABADELL SA,no,2023-07-01 to 2023-12-31,69.07%,,54.97%,34.62%,,
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,no,2023-07-01 to 2023-12-31,,,,49.13%,,
UK Mortgage Lending Ltd,NO GROUP,no,2023-07-01 to 2023-12-31,,,36.27%,,,
Usay Business Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,1.59%,,
"Vanguard Asset Management, Ltd",NO GROUP,no,2023-07-01 to 2023-12-31,,13.55%,,,23.40%,
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,no,2023-07-01 to 2023-12-31,14.06%,,,,,
Vitality Corporate Services Limited,DISCOVERY LIMITED,yes,2023-07-01 to 2023-12-31,,4.00%,,26.89%,4.55%,
Vodafone Limited,NO GROUP,no,2023-04-01 to 2023-09-30,,,,71.43%,,
Wesleyan Assurance Society,NO GROUP,no,2023-07-01 to 2023-12-31,,23.34%,,23.17%,22.01%,
Xbridge Limited,NO GROUP,no,2023-07-01 to 2023-12-31,,,,27.05%,,
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,2023-07-01 to 2023-12-31,40.29%,0.00%,32.63%,0.00%,,
Zopa Bank Limited,NO GROUP,yes,2023-07-01 to 2023-12-31,34.68%,,,,,
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,no,2023-07-01 to 2023-12-31,,25.21%,0.00%,21.78%,21.87%,
Zurich Insurance Company Ltd,ZURICH INSURANCE GROUP AG,no,2023-07-01 to 2023-12-31,,,,22.07%,,
Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,no,2023-01-01 to 2023-06-30,61.11%,,37.40%,,,
Accredited Insurance (Europe) Ltd,NO GROUP,no,2023-01-01 to 2023-06-30,,,,34.02%,,
Acm Ulr Limited,BGL GROUP,no,2023-01-01 to 2023-06-30,,,,8.13%,,
Acorn Insurance & Financial Services Ltd,NO GROUP,no,2023-01-01 to 2023-06-30,,,,23.06%,,
Acromas Insurance Company Limited,SAGA PLC,no,2023-01-01 to 2023-06-30,,,,49.60%,,
Adrian Flux Insurance Services Group,NO GROUP,no,2022-09-01 to 2023-02-28,,,,88.71%,,
Advanced Payment Solutions Limited,NO GROUP,no,2022-10-01 to 2023-03-31,30.35%,,,,,
Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,no,2023-01-01 to 2023-06-30,,,,37.39%,,
Affinity Insurance Solutions Limited,NO GROUP,no,2023-01-01 to 2023-06-30,,,,70.20%,,
Ageas Insurance Limited,AGEAS SA-NV,no,2023-01-01 to 2023-06-30,,,,21.98%,,
Ageas Retail Limited,AGEAS SA-NV,no,2023-01-01 to 2023-06-30,,,,49.28%,,
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,no,2023-01-01 to 2023-06-30,28.64%,,14.63%,0.00%,,
AIG Life Limited,NO GROUP,no,2023-01-01 to 2023-06-30,,,,58.48%,,
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,yes,2023-01-01 to 2023-06-30,,,,9.93%,,
AJ Bell Management Limited,NO GROUP,no,2022-10-01 to 2023-03-31,37.84%,44.87%,,,,
Aldermore Bank Plc,FIRSTRAND LIMITED,no,2023-01-01 to 2023-06-30,48.35%,,27.84%,,,
Allianz Insurance Plc,ALLIANZ SE,no,2023-01-01 to 2023-06-30,,,,43.41%,,
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,no,2023-01-01 to 2023-06-30,28.45%,,,29.63%,,
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",no,2023-01-01 to 2023-06-30,,,,35.66%,,
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,no,2023-01-01 to 2023-06-30,,,,15.91%,,
Animal Friends Insurance Services Ltd,NO GROUP,no,2023-01-01 to 2023-06-30,,,,15.40%,,
Arthur J. Gallagher Insurance Brokers Limited,GALLAGHER,yes,2023-01-01 to 2023-06-30,,,,36.39%,,
Assurant General Insurance Limited,ASSURANT INC,no,2023-01-01 to 2023-06-30,,,,72.68%,,
Astrenska Insurance Limited,NO GROUP,no,2022-11-01 to 2023-04-30,,,,17.08%,,
Asurion Europe Limited,ASURION,no,2023-01-01 to 2023-06-30,,,,28.34%,,
Atlanta Insurance Intermediaries Limited,ARDONAGH GROUP LIMITED,no,2023-01-01 to 2023-06-30,,,,60.38%,,
Atom Bank PLC,NO GROUP,no,2022-10-01 to 2023-03-31,36.65%,,21.47%,,,
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,2022-08-01 to 2023-01-31,,,,20.77%,,
Avantia Insurance Limited,NO GROUP,no,2023-01-01 to 2023-06-30,,,,86.53%,,
Aviva Health UK Limited,NO GROUP,no,2023-01-01 to 2023-06-30,,,,48.08%,,
Aviva Insurance Limited,AVIVA PLC,no,2023-01-01 to 2023-06-30,,,,28.36%,,
Aviva Life Services UK Limited,AVIVA PLC,no,2023-01-01 to 2023-06-30,,34.93%,38.81%,40.95%,35.07%,
AWP Assistance UK Ltd,ALLIANZ SE,no,2023-01-01 to 2023-06-30,,,,15.98%,,
AWP P&C S.A.,NO GROUP,no,2023-01-01 to 2023-06-30,,,,13.28%,,
AXA Insurance Designated Activity Company,AXA GROUP,no,2023-01-01 to 2023-06-30,,,,91.39%,,
AXA Insurance UK Plc,AXA GROUP,no,2023-01-01 to 2023-06-30,,,,34.37%,,
AXA PPP Healthcare Limited,AXA GROUP,no,2023-01-01 to 2023-06-30,,,,78.91%,,
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,yes,2023-01-01 to 2023-06-30,47.19%,,9.66%,,,
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,2023-01-01 to 2023-06-30,56.92%,0.00%,43.37%,52.37%,14.96%,
